Date,Site,ID,Lat,Long,CO2PixelDay
7/15/15,Goodrich,R1,40.36602127,-120.9495576,80.61369062
7/15/15,Goodrich,R10,40.36504242,-120.9498018,82.19461324
7/15/15,Goodrich,R11,40.3652384,-120.9500444,44.04858487
7/15/15,Goodrich,R12,40.36543585,-120.9502894,94.44364314
7/15/15,Goodrich,R2,40.36582421,-120.9493161,157.8061856
7/15/15,Goodrich,R24,40.36269477,-120.9521752,24.53069181
7/15/15,Goodrich,R3,40.36562882,-120.9490733,82.04200833
7/15/15,Goodrich,R4,40.36543343,-120.9493167,74.78187958
7/15/15,Goodrich,R5,40.365631,-120.9495608,75.32277695
7/15/15,Goodrich,R6,40.36582703,-120.9498023,102.2957111
7/15/15,Goodrich,R7,40.36563256,-120.9500467,57.71618913
7/15/15,Goodrich,R8,40.36543471,-120.9498047,59.62116454
7/15/15,Goodrich,R9,40.36523915,-120.9495602,59.85460108
8/7/15,East Creek,C1,40.24418042,-120.9009721,11.865989
8/7/15,East Creek,C10,40.24322889,-120.9011593,23.38911366
8/7/15,East Creek,C11,40.24334065,-120.900839,14.22939432
8/7/15,East Creek,C12,40.24344813,-120.9005159,20.14425535
8/7/15,East Creek,C13,40.24385201,-120.9019367,62.34600012
8/7/15,East Creek,C14,40.24374442,-120.9022604,38.33737416
8/7/15,East Creek,C15,40.24363387,-120.9025817,34.06573678
8/7/15,East Creek,C16,40.2433883,-120.9024298,48.42196339
8/7/15,East Creek,C17,40.24349963,-120.9021082,100.3361393
8/7/15,East Creek,C18,40.24360711,-120.9017846,69.54866341
8/7/15,East Creek,C19,40.24336144,-120.9016326,54.07679538
8/7/15,East Creek,C2,40.24407047,-120.9012938,16.71902321
8/7/15,East Creek,C20,40.24325297,-120.9019553,52.85841533
8/7/15,East Creek,C21,40.24314264,-120.9022765,16.78307959
8/7/15,East Creek,C22,40.24289606,-120.9021242,32.79784549
8/7/15,East Creek,C23,40.24300747,-120.901803,43.08816862
8/7/15,East Creek,C24,40.24312034,-120.9014827,35.78095633
8/7/15,East Creek,C3,40.24396204,-120.901616,37.39706298
8/7/15,East Creek,C4,40.24371748,-120.9014639,16.92351248
8/7/15,East Creek,C5,40.24382567,-120.9011417,56.07817234
8/7/15,East Creek,C6,40.24393616,-120.90082,16.75988133
8/7/15,East Creek,C7,40.24369224,-120.900669,49.79916764
8/7/15,East Creek,C8,40.2435806,-120.9009896,44.91023057
8/7/15,East Creek,C9,40.24347168,-120.9013113,36.1777519
8/7/15,Goodrich,R1,40.36602127,-120.9495576,55.45914659
8/7/15,Goodrich,R10,40.36504242,-120.9498018,37.2601936
8/7/15,Goodrich,R11,40.3652384,-120.9500444,58.78182232
8/7/15,Goodrich,R12,40.36543585,-120.9502894,31.72098641
8/7/15,Goodrich,R13,40.36302714,-120.9526896,18.43968864
8/7/15,Goodrich,R14,40.36320383,-120.9529565,33.06652334
8/7/15,Goodrich,R15,40.36300816,-120.9531978,57.33709519
8/7/15,Goodrich,R16,40.3628323,-120.9529327,28.93250483
8/7/15,Goodrich,R17,40.36263427,-120.9531731,66.50490591
8/7/15,Goodrich,R18,40.36281205,-120.9534393,13.30494935
8/7/15,Goodrich,R19,40.36246583,-120.952915,28.61771793
8/7/15,Goodrich,R2,40.36582421,-120.9493161,147.7146923
8/7/15,Goodrich,R20,40.3622934,-120.9526446,98.9638394
8/7/15,Goodrich,R21,40.36249418,-120.9524113,43.83788172
8/7/15,Goodrich,R22,40.36266627,-120.952683,54.96750791
8/7/15,Goodrich,R23,40.362868,-120.9524447,30.78155036
8/7/15,Goodrich,R24,40.36269477,-120.9521752,14.0240143
8/7/15,Goodrich,R3,40.36562882,-120.9490733,28.45890833
8/7/15,Goodrich,R4,40.36543343,-120.9493167,28.55044966
8/7/15,Goodrich,R5,40.365631,-120.9495608,53.57194133
8/7/15,Goodrich,R6,40.36582703,-120.9498023,39.72379694
8/7/15,Goodrich,R7,40.36563256,-120.9500467,59.94853397
8/7/15,Goodrich,R8,40.36543471,-120.9498047,13.00210921
8/7/15,Goodrich,R9,40.36523915,-120.9495602,44.09237679
8/7/15,Greenville,V1,40.23818046,-120.9094571,16.6249985
8/7/15,Greenville,V10,40.23838376,-120.9106127,9.684165659
8/7/15,Greenville,V11,40.23812292,-120.9105211,18.08186029
8/7/15,Greenville,V12,40.23786203,-120.9104266,5.76501616
8/7/15,Greenville,V13,40.2389621,-120.9097328,22.35345642
8/7/15,Greenville,V14,40.23922155,-120.9098292,17.25096911
8/7/15,Greenville,V15,40.23948253,-120.9099193,22.77997032
8/7/15,Greenville,V16,40.23937663,-120.9102493,23.79168706
8/7/15,Greenville,V17,40.23911207,-120.9101607,16.63554049
8/7/15,Greenville,V18,40.238856,-120.9100594,16.65325839
8/7/15,Greenville,V19,40.23875009,-120.9103828,11.50046456
8/7/15,Greenville,V2,40.23844236,-120.9095425,21.25200054
8/7/15,Greenville,V20,40.23900989,-120.9104784,19.67366341
8/7/15,Greenville,V21,40.23927026,-120.9105738,8.314016286
8/7/15,Greenville,V22,40.23916481,-120.9108983,13.66112644
8/7/15,Greenville,V23,40.23890324,-120.9108055,13.46539445
8/7/15,Greenville,V24,40.23864341,-120.9107082,25.91894908
8/7/15,Greenville,V3,40.23870131,-120.9096417,15.27043815
8/7/15,Greenville,V4,40.23859564,-120.9099653,8.967030891
8/7/15,Greenville,V5,40.2383362,-120.9098689,16.29186745
8/7/15,Greenville,V7,40.23796805,-120.910106,10.69819871
8/7/15,Greenville,V9,40.2384894,-120.9102885,12.07757785
9/5/15,East Creek,C1,40.24418042,-120.9009721,8.274136431
9/5/15,East Creek,C10,40.24322889,-120.9011593,23.2327952
9/5/15,East Creek,C11,40.24334065,-120.900839,19.91724205
9/5/15,East Creek,C12,40.24344813,-120.9005159,5.664715589
9/5/15,East Creek,C13,40.24385201,-120.9019367,21.4365768
9/5/15,East Creek,C14,40.24374442,-120.9022604,9.576255068
9/5/15,East Creek,C15,40.24363387,-120.9025817,27.77351973
9/5/15,East Creek,C16,40.2433883,-120.9024298,30.6287587
9/5/15,East Creek,C17,40.24349963,-120.9021082,35.78517668
9/5/15,East Creek,C18,40.24360711,-120.9017846,29.91856251
9/5/15,East Creek,C19,40.24336144,-120.9016326,18.24306341
9/5/15,East Creek,C2,40.24407047,-120.9012938,13.23547528
9/5/15,East Creek,C20,40.24325297,-120.9019553,19.70838193
9/5/15,East Creek,C21,40.24314264,-120.9022765,14.90298592
9/5/15,East Creek,C22,40.24289606,-120.9021242,14.15785138
9/5/15,East Creek,C23,40.24300747,-120.901803,9.763468041
9/5/15,East Creek,C24,40.24312034,-120.9014827,18.21383714
9/5/15,East Creek,C3,40.24396204,-120.901616,24.31546592
9/5/15,East Creek,C4,40.24371748,-120.9014639,30.16692343
9/5/15,East Creek,C5,40.24382567,-120.9011417,30.27604995
9/5/15,East Creek,C6,40.24393616,-120.90082,13.42027415
9/5/15,East Creek,C7,40.24369224,-120.900669,24.11736302
9/5/15,East Creek,C8,40.2435806,-120.9009896,5.736002048
9/5/15,East Creek,C9,40.24347168,-120.9013113,12.10617956
9/5/15,Goodrich,R1,40.36602127,-120.9495576,26.27068913
9/5/15,Goodrich,R10,40.36504242,-120.9498018,13.98185984
9/5/15,Goodrich,R11,40.3652384,-120.9500444,9.65047356
9/5/15,Goodrich,R12,40.36543585,-120.9502894,22.53690725
9/5/15,Goodrich,R13,40.36302714,-120.9526896,10.31606733
9/5/15,Goodrich,R14,40.36320383,-120.9529565,10.68876264
9/5/15,Goodrich,R15,40.36300816,-120.9531978,20.35262757
9/5/15,Goodrich,R16,40.3628323,-120.9529327,19.98192707
9/5/15,Goodrich,R17,40.36263427,-120.9531731,37.72723955
9/5/15,Goodrich,R18,40.36281205,-120.9534393,8.963515638
9/5/15,Goodrich,R19,40.36246583,-120.952915,14.1505558
9/5/15,Goodrich,R2,40.36582421,-120.9493161,45.29305649
9/5/15,Goodrich,R20,40.3622934,-120.9526446,25.21003597
9/5/15,Goodrich,R21,40.36249418,-120.9524113,9.784218996
9/5/15,Goodrich,R22,40.36266627,-120.952683,13.77674284
9/5/15,Goodrich,R23,40.362868,-120.9524447,35.75655421
9/5/15,Goodrich,R24,40.36269477,-120.9521752,8.112530525
9/5/15,Goodrich,R3,40.36562882,-120.9490733,12.03406489
9/5/15,Goodrich,R4,40.36543343,-120.9493167,7.888511714
9/5/15,Goodrich,R5,40.365631,-120.9495608,12.028647
9/5/15,Goodrich,R6,40.36582703,-120.9498023,20.5879029
9/5/15,Goodrich,R7,40.36563256,-120.9500467,18.55483472
9/5/15,Goodrich,R8,40.36543471,-120.9498047,13.38182621
9/5/15,Goodrich,R9,40.36523915,-120.9495602,15.83192238
9/5/15,Greenville,V1,40.23818046,-120.9094571,14.62121292
9/5/15,Greenville,V10,40.23838376,-120.9106127,9.691567731
9/5/15,Greenville,V11,40.23812292,-120.9105211,13.73995786
9/5/15,Greenville,V12,40.23786203,-120.9104266,17.52886223
9/5/15,Greenville,V13,40.2389621,-120.9097328,10.5326379
9/5/15,Greenville,V14,40.23922155,-120.9098292,10.401542
9/5/15,Greenville,V15,40.23948253,-120.9099193,16.84709432
9/5/15,Greenville,V16,40.23937663,-120.9102493,14.21865991
9/5/15,Greenville,V17,40.23911207,-120.9101607,11.68042965
9/5/15,Greenville,V18,40.238856,-120.9100594,19.58948387
9/5/15,Greenville,V19,40.23875009,-120.9103828,18.90733736
9/5/15,Greenville,V2,40.23844236,-120.9095425,13.84123183
9/5/15,Greenville,V20,40.23900989,-120.9104784,21.45342089
9/5/15,Greenville,V21,40.23927026,-120.9105738,14.75013129
9/5/15,Greenville,V22,40.23916481,-120.9108983,37.00995885
9/5/15,Greenville,V23,40.23890324,-120.9108055,13.0360741
9/5/15,Greenville,V24,40.23864341,-120.9107082,13.5657349
9/5/15,Greenville,V3,40.23870131,-120.9096417,8.446264747
9/5/15,Greenville,V4,40.23859564,-120.9099653,12.60410783
9/5/15,Greenville,V5,40.2383362,-120.9098689,14.7441259
9/5/15,Greenville,V6,40.23807473,-120.90978,9.595031795
9/5/15,Greenville,V7,40.23796805,-120.910106,12.881445
9/5/15,Greenville,V8,40.23822982,-120.9101946,14.93289269
9/5/15,Greenville,V9,40.2384894,-120.9102885,9.322169454
9/10/15,Bean,BE1,37.75321,-120.14115,4.827857079
9/10/15,Bean,BE10,37.753,-120.14211,11.80480725
9/10/15,Bean,BE12,37.75259,-120.14163,6.310895962
9/10/15,Bean,BE13,37.75489,-120.14307,7.6489229
9/10/15,Bean,BE14,37.75511,-120.14286,3.534148158
9/10/15,Bean,BE15,37.75547,-120.14291,2.408349015
9/10/15,Bean,BE16,37.75531,-120.14264,3.942082631
9/10/15,Bean,BE17,37.75494,-120.1426,7.836435467
9/10/15,Bean,BE18,37.75472,-120.14281,7.481992221
9/10/15,Bean,BE19,37.7535,-120.14386,5.291297194
9/10/15,Bean,BE2,37.75339,-120.14139,10.3496463
9/10/15,Bean,BE20,37.75378,-120.14388,11.39572907
9/10/15,Bean,BE21,37.75405,-120.14391,8.918480667
9/10/15,Bean,BE22,37.75405,-120.14358,16.47235605
9/10/15,Bean,BE23,37.75378,-120.14355,18.06000964
9/10/15,Bean,BE24,37.75351,-120.14352,5.113547935
9/10/15,Bean,BE3,37.75358,-120.14164,2.731829913
9/10/15,Bean,BE4,37.75376,-120.14139,4.604086902
9/10/15,Bean,BE5,37.75358,-120.14114,9.21374634
9/10/15,Bean,BE6,37.75339,-120.1409,6.407236029
9/10/15,Bean,BE7,37.75243,-120.14191,19.17480392
9/10/15,Bean,BE8,37.75263,-120.14213,10.05728701
9/10/15,Bean,BE9,37.75283,-120.14237,27.40881535
9/10/15,Smith,S1,37.761,-120.11996,2.483294982
9/10/15,Smith,S10,37.76184,-120.1213,45.20798502
9/10/15,Smith,S11,37.76198,-120.12159,8.709568335
9/10/15,Smith,S12,37.76213,-120.12188,13.96104015
9/10/15,Smith,S13,37.76237,-120.1217,10.4485351
9/10/15,Smith,S14,37.76222,-120.12142,6.8740741
9/10/15,Smith,S15,37.76208,-120.12113,22.88688034
9/10/15,Smith,S16,37.76194,-120.12084,38.51847608
9/10/15,Smith,S17,37.76004,-120.11923,10.4566498
9/10/15,Smith,S19,37.76026,-120.11985,5.172971528
9/10/15,Smith,S2,37.76117,-120.12023,33.02997124
9/10/15,Smith,S21,37.76061,-120.12007,1.738648773
9/10/15,Smith,S22,37.76051,-120.11976,1.277178684
9/10/15,Smith,S23,37.76041,-120.11945,8.651923941
9/10/15,Smith,S24,37.7603,-120.11914,14.910298
9/10/15,Smith,S3,37.76133,-120.1205,44.79806163
9/10/15,Smith,S4,37.7615,-120.12077,47.33169142
9/10/15,Smith,S5,37.76172,-120.12058,8.234213989
9/10/15,Smith,S6,37.76156,-120.12032,14.11403879
9/10/15,Smith,S7,37.76139,-120.12005,11.68322664
9/10/15,Smith,S8,37.76123,-120.11978,13.73237607
9/10/15,Smith,S9,37.7617,-120.12101,15.35835692
9/24/15,Deer,D1,39.42899305,-120.6516882,89.13922808
9/24/15,Deer,D10,39.42837,-120.65052,48.45049427
9/24/15,Deer,D11,39.42819702,-120.6507842,85.52819702
9/24/15,Deer,D12,39.42802,-120.65105,77.20674414
9/24/15,Deer,D13,39.42915643,-120.6508688,129.0180673
9/24/15,Deer,D14,39.42933,-120.6506,124.9138931
9/24/15,Deer,D15,39.42949452,-120.6503227,66.83112197
9/24/15,Deer,D16,39.42928,-120.65011,65.80341688
9/24/15,Deer,D17,39.42911334,-120.650385,43.06655085
9/24/15,Deer,D18,39.42895,-120.65065,143.0862743
9/24/15,Deer,D19,39.42873494,-120.6504388,72.46585487
9/24/15,Deer,D2,39.42883,-120.65142,0.835122924
9/24/15,Deer,D20,39.4289,-120.65017,81.42004262
9/24/15,Deer,D21,39.42906861,-120.6498976,51.70580439
9/24/15,Deer,D22,39.42886,-120.64969,12.21215103
9/24/15,Deer,D23,39.42868957,-120.6499524,95.34880683
9/24/15,Deer,D24,39.42853,-120.65023,55.92096191
9/24/15,Deer,D3,39.42899305,-120.6511462,99.6792322
9/24/15,Deer,D4,39.42878,-120.65093,51.99334763
9/24/15,Deer,D5,39.4286123,-120.6512066,88.12275105
9/24/15,Deer,D6,39.42845,-120.65147,49.41865558
9/24/15,Deer,D7,39.42823706,-120.6512606,58.88316136
9/24/15,Deer,D8,39.4284,-120.651,93.67933593
9/24/15,Deer,D9,39.42856751,-120.6507124,71.43326516
9/24/15,Loney,L1,39.42091571,-120.6545858,80.67681481
9/24/15,Loney,L10,39.42076,-120.65533,69.14434001
9/24/15,Loney,L11,39.42049541,-120.6554025,90.55104177
9/24/15,Loney,L12,39.42023,-120.65547,52.66967067
9/24/15,Loney,L13,39.42107685,-120.6556074,27.42781185
9/24/15,Loney,L14,39.42081,-120.65567,50.54888208
9/24/15,Loney,L15,39.42054608,-120.6557424,38.54193898
9/24/15,Loney,L16,39.42028,-120.65582,25.14355196
9/24/15,Loney,L17,39.42060096,-120.6559502,40.3225261
9/24/15,Loney,L18,39.42086,-120.65602,35.25817639
9/24/15,Loney,L19,39.42060096,-120.656086,34.44448452
9/24/15,Loney,L2,39.42065,-120.65465,62.46869194
9/24/15,Loney,L20,39.42034,-120.65615,56.40223483
9/24/15,Loney,L21,39.42116249,-120.6562988,46.22536715
9/24/15,Loney,L22,39.42092,-120.65636,26.09174775
9/24/15,Loney,L23,39.42065748,-120.6564281,38.90357899
9/24/15,Loney,L24,39.42039,-120.6565,56.81496914
9/24/15,Loney,L3,39.42038388,-120.6547204,137.6644789
9/24/15,Loney,L4,39.42013,-120.65479,95.12941894
9/24/15,Loney,L5,39.4209713,-120.6549263,101.9535777
9/24/15,Loney,L6,39.4207,-120.65499,84.60833441
9/24/15,Loney,L7,39.42043978,-120.6550602,60.85385959
9/24/15,Loney,L8,39.42018,-120.65513,67.03552887
9/24/15,Loney,L9,39.42102357,-120.6552656,79.47515511
9/26/15,East Creek,C1,40.24418042,-120.9009721,4.413560741
9/26/15,East Creek,C10,40.24322889,-120.9011593,17.67199704
9/26/15,East Creek,C11,40.24334065,-120.900839,24.76981598
9/26/15,East Creek,C12,40.24344813,-120.9005159,13.78051837
9/26/15,East Creek,C13,40.24385201,-120.9019367,17.08153686
9/26/15,East Creek,C14,40.24374442,-120.9022604,6.023310757
9/26/15,East Creek,C15,40.24363387,-120.9025817,10.16095316
9/26/15,East Creek,C16,40.2433883,-120.9024298,15.08549389
9/26/15,East Creek,C17,40.24349963,-120.9021082,28.09838921
9/26/15,East Creek,C18,40.24360711,-120.9017846,14.91816708
9/26/15,East Creek,C19,40.24336144,-120.9016326,17.20611892
9/26/15,East Creek,C2,40.24407047,-120.9012938,4.337577275
9/26/15,East Creek,C20,40.24325297,-120.9019553,9.138370375
9/26/15,East Creek,C21,40.24314264,-120.9022765,13.69082444
9/26/15,East Creek,C22,40.24289606,-120.9021242,6.925254739
9/26/15,East Creek,C23,40.24300747,-120.901803,11.53990617
9/26/15,East Creek,C24,40.24312034,-120.9014827,12.10696677
9/26/15,East Creek,C3,40.24396204,-120.901616,10.44426955
9/26/15,East Creek,C4,40.24371748,-120.9014639,12.58342464
9/26/15,East Creek,C5,40.24382567,-120.9011417,19.95711123
9/26/15,East Creek,C6,40.24393616,-120.90082,5.259241284
9/26/15,East Creek,C7,40.24369224,-120.900669,21.20800848
9/26/15,East Creek,C8,40.2435806,-120.9009896,9.504004173
9/26/15,East Creek,C9,40.24347168,-120.9013113,7.075136837
9/26/15,Goodrich,R1,40.36602127,-120.9495576,22.0533103
9/26/15,Goodrich,R10,40.36504242,-120.9498018,13.3666086
9/26/15,Goodrich,R11,40.3652384,-120.9500444,17.42717177
9/26/15,Goodrich,R12,40.36543585,-120.9502894,17.37146471
9/26/15,Goodrich,R13,40.36302714,-120.9526896,6.182738284
9/26/15,Goodrich,R14,40.36320383,-120.9529565,9.841096349
9/26/15,Goodrich,R15,40.36300816,-120.9531978,9.081910008
9/26/15,Goodrich,R16,40.3628323,-120.9529327,14.39864527
9/26/15,Goodrich,R17,40.36263427,-120.9531731,21.28871731
9/26/15,Goodrich,R18,40.36281205,-120.9534393,8.607031764
9/26/15,Goodrich,R19,40.36246583,-120.952915,10.0832018
9/26/15,Goodrich,R2,40.36582421,-120.9493161,49.3281797
9/26/15,Goodrich,R20,40.3622934,-120.9526446,46.0855601
9/26/15,Goodrich,R21,40.36249418,-120.9524113,28.83266741
9/26/15,Goodrich,R22,40.36266627,-120.952683,14.79731183
9/26/15,Goodrich,R23,40.362868,-120.9524447,6.907866033
9/26/15,Goodrich,R24,40.36269477,-120.9521752,8.19942456
9/26/15,Goodrich,R3,40.36562882,-120.9490733,4.896489244
9/26/15,Goodrich,R4,40.36543343,-120.9493167,17.8495857
9/26/15,Goodrich,R5,40.365631,-120.9495608,11.61771475
9/26/15,Goodrich,R6,40.36582703,-120.9498023,10.63495133
9/26/15,Goodrich,R7,40.36563256,-120.9500467,18.46757749
9/26/15,Goodrich,R8,40.36543471,-120.9498047,13.30202339
9/26/15,Goodrich,R9,40.36523915,-120.9495602,26.92224109
9/26/15,Greenville,V1,40.23818046,-120.9094571,4.585262671
9/26/15,Greenville,V10,40.23838376,-120.9106127,16.79659489
