ID,Longitude,Latitude,Upland_Area,Slope_at_Pour
1,-119.90916666666666,39.30583333333334,5.0694444444444456e-05,0.005999999984851456
2,-120.425,40.116666666666674,0.0007048611111111113,11063.453348751465
3,-118.6425,37.12000000000001,2.083333333333334e-06,3841.874542459709
4,-121.385,40.405,1.4583333333333337e-05,8919.633176346231
5,-121.35416666666667,40.18250000000001,0.0030840277777777784,4368.065933568311
6,-121.3875,40.34583333333334,0.00038819444444444454,6788.2250993908565
7,-121.52916666666667,40.40583333333334,6.250000000000001e-06,1697.0562748477141
8,-121.515,40.40583333333334,2.083333333333334e-06,14449.913494550752
9,-121.5125,40.421666666666674,1.3888888888888892e-06,2683.281572999748
10,-121.47666666666666,40.36250000000001,1.3888888888888892e-06,17441.33022449836
11,-120.34416666666667,40.106666666666676,1.3888888888888891e-05,18522.41884851976
12,-120.47083333333333,40.095000000000006,0.0020562500000000004,0.0
13,-120.5125,40.09666666666668,2.7777777777777783e-06,11818.629362155325
14,-120.49583333333334,40.12500000000001,5.555555555555557e-06,0.012000000106127118
15,-120.55,40.14916666666667,6.944444444444446e-07,9079.647570252933
16,-120.55166666666666,40.12000000000001,6.944444444444446e-07,0.005999999984851456
17,-120.54583333333333,40.095000000000006,0.00021250000000000004,33792.306816788936
18,,,,
19,-120.56333333333333,40.06333333333334,0.00035902777777777783,13159.027319676785
20,-120.6025,40.05333333333334,6.250000000000001e-06,15783.535725559084
21,-120.67166666666667,40.24666666666668,2.7777777777777783e-06,15599.999999999998
22,-121.10583333333334,40.5825,4.166666666666668e-06,15783.535725559084
23,-121.32083333333333,41.285000000000004,0.01709305555555556,0.02683281566225113
24,-121.29833333333333,41.27583333333334,0.024016666666666672,3599.2679999999377
25,-121.17166666666665,41.26583333333334,0.005375694444444445,13321.804748054858
26,-121.61333333333333,41.584166666666675,6.944444444444446e-06,22831.557108528537
27,-122.195,41.62500000000001,6.944444444444446e-07,0.013416407892136325
28,-121.51166666666667,39.79083333333334,4.166666666666668e-06,0.02683281566225113
29,-121.4725,40.12666666666667,1.5972222222222224e-05,0.02683281566225113
30,-121.48666666666666,40.109166666666674,1.4583333333333337e-05,0.02683281566225113
31,-121.48083333333334,40.128333333333345,0.0021819444444444447,0.02683281566225113
32,-121.34166666666667,40.09583333333334,3.680555555555556e-05,0.02683281566225113
33,-121.33500000000001,40.09500000000001,6.944444444444446e-07,0.030594117138088926
34,-121.33916666666667,40.115833333333335,4.166666666666668e-06,0.02683281566225113
35,-121.3625,40.11916666666667,9.027777777777779e-06,0.026832815906294168
36,-121.3375,40.124166666666675,4.166666666666667e-05,0.02683281566225113
37,-121.33666666666667,40.131666666666675,2.847222222222223e-05,0.02683281566225113
38,-121.33166666666666,40.14000000000001,0.001411805555555556,0.016970562705630587
39,-121.43,40.06083333333334,1.3888888888888892e-06,0.02683281566225113
40,-121.4525,40.04833333333334,1.527777777777778e-05,0.026832815906294168
41,-122.07333333333334,41.59416666666667,7.63888888888889e-06,6118.823416311342
42,-122.03,41.650000000000006,7.430555555555557e-05,2399.9760000000606
43,-121.99000000000001,41.615833333333335,1.0416666666666668e-05,0.02683281566225113
44,-121.98916666666666,41.68750000000001,4.166666666666668e-06,0.02683281566225113
45,-121.95750000000001,41.67583333333334,1.3888888888888892e-06,0.03599999990910874
46,-122.17833333333333,41.745833333333344,2.083333333333334e-06,1697.0096064418942
47,-122.1575,41.73833333333334,1.3194444444444448e-05,0.024738633691246917
